ORF	rpf	mRNA	reliable
YIL017C	3.352	29.4477	1
YIL019W	58.3175	148.2366	1
YIL020C	59.9198	128.6017	1
YIL021W	93.7409	237.8634	1
YIL022W	72.7532	67.1177	1
YIL023C	17.5941	148.2366	1
YIL024C	1.8023	24.1588	0
YIL026C	14.5017	15.0132	1
YIL027C	122.8451	406.1612	1
YIL029C	0.4784	72.0239	1
YIL030C	34.6074	32.5532	1
YIL031W	4.6453	11.0869	1
YIL033C	64.5054	36.762	1
YIL034C	79.5225	53.6528	1
YIL035C	51.8686	244.401	1
YIL036W	32.224	23.5882	1
YIL037C	0.209	4.0603	0
YIL038C	51.9365	47.0199	1
YIL039W	59.6552	130.0931	1
YIL040W	80.7033	133.834	1
YIL041W	314.2097	76.4012	1
YIL042C	3.6478	9.9546	0
YIL043C	187.1803	467.6153	1
YIL044C	66.0532	77.525	1
YIL045W	7.2592	23.627	1
YIL046W	7.1764	38.0779	1
YIL047C	12.321	109.7771	1
YIL048W	10.5538	21.8922	1
YIL049W	14.5734	43.2527	1
YIL050W	33.5653	53.0956	1
YIL051C	1816.3201	508.8755	1
YIL053W	1684.1792	1020.9945	1
YIL055C	3.0611	9.557	0
YIL056W	12.5319	27.362	1
YIL057C	0	0.8059	0
YIL061C	12.075	19.9167	1
YIL062C	284.335	390.2536	1
YIL063C	84.2732	154.3687	1
YIL064W	49.6868	185.5622	1
YIL065C	48.6952	121.4421	1
YIL066C	2.526	3.1436	0
YIL067C	7.6852	48.0302	1
YIL068C	12.1838	35.9995	1
YIL070C	115.8037	140.4156	1
YIL071C	6.3229	58.569	1
YIL072W	0.5664	3.6313	0
YIL073C	0.425	5.4351	0
YIL074C	95.6462	180.8414	1
YIL075C	100.3347	139.9796	1
YIL076W	185.4067	420.7303	1
YIL077C	9.6149	56.6575	1
YIL078W	726.4659	617.0623	1
YIL079C	30.4055	83.0625	1
YIL083C	38.9881	59.1716	1
YIL084C	26.1393	36.7641	1
YIL087C	12.1286	19.3541	0
YIL088C	25.1618	99.1182	1
YIL089W	5.321	33.9172	0
YIL090W	15.764	51.491	1
YIL091C	35.9496	117.1338	1
YIL092W	3.4653	16.1986	1
YIL093C	43.4623	124.6367	1
YIL094C	155.1013	368.3017	1
YIL095W	11.516	14.2288	1
YIL096C	25.8497	91.3387	1
YIL097W	4.1158	19.2149	1
YIL098C	35.0957	91.6143	1
YIL099W	0.2496	2.1822	0
YIL101C	1.0595	0.5146	0
YIL102CA	15.2399	42.6669	0
YIL103W	29.9616	126.7353	1
YIL104C	22.5644	102.4988	1
YIL105C	23.3872	51.937	1
YIL106W	43.1038	36.2563	1
YIL107C	5.8887	22.6375	1
YIL108W	19.604	39.136	1
YIL109C	104.4641	60.377	1
YIL110W	38.1156	194.2789	1
YIL111W	43.6797	183.3935	1
YIL112W	15.651	25.1111	1
YIL113W	1.305	22.499	0
YIL114C	24.0714	130.8387	1
YIL115C	46.8799	34.7109	1
YIL116W	78.2089	329.9325	1
YIL117C	39.7754	200.0642	1
YIL118W	101.0257	327.9542	1
YIL119C	37.8402	34.1412	1
YIL120W	1.0954	30.502	1
YIL121W	15.8022	62.2553	1
YIL122W	3.313	10.7898	0
YIL123W	325.1411	71.5661	1
YIL124W	109.3067	208.9903	1
YIL125W	60.3606	14.5259	1
YIL126W	31.0139	24.1387	1
YIL127C	86.7111	197.7013	1
YIL128W	18.5508	26.35	1
YIL129C	8.2671	13.14	1
YIL131C	29.152	30.1028	1
YIL132C	10.8856	27.6775	0
YIL133C	2144.9815	1097.5511	1
YIL134CA	0	4.861	0
YIL134W	5.2756	120.2065	1
YIL135C	31.0929	38.8954	1
YIL136W	10.1004	48.0385	1
YIL137C	45.1827	26.5575	1
YIL138C	368.855	426.8113	1
YIL139C	6.1299	107.4438	1
YIL140W	25.7525	14.3283	1
YIL142W	176.676	233.8623	1
YIL143C	15.46	49.1594	1
YIL144W	15.1812	28.0459	1
YIL145C	66.8117	76.714	1
YIL146C	1.9427	10.693	0
YIL147C	7.7637	21.2022	1
YIL149C	11.5321	19.9399	1
YIL150C	12.8417	14.5717	1
YIL151C	4.9721	32.1367	1
YIL152W	5.5177	25.1046	0
YIL153W	10.4487	20.4671	1
YIL154C	24.3154	70.662	1
YIL155C	7.1827	9.5417	1
YIL156W	5.5744	9.0241	1
YIL157C	60.1955	142.4761	1
YIL158W	22.3898	123.3448	1
YIL159W	3.6445	7.0799	1
YIL160C	0	1.9134	0
YIL161W	28.1692	71.929	1
YIL162W	30.9087	18.5137	1
YIL164C	0	102.1326	1
YIL165C	0.5696	91.2847	1
YIL166C	2.5284	6.508	0
YIR001C	48.611	27.322	1
YIR002C	6.1497	26.2422	1
YIR003W	32.4124	26.8731	1
YIR004W	53.8844	150.0893	1
YIR005W	25.2568	110.6185	1
YIR006C	91.0563	20.0949	1
YIR007W	5.3858	7.6726	1
YIR008C	32.133	117.5303	1
YIR009W	35.3812	74.658	1
YIR010W	14.2772	22.1884	1
YIR011C	39.0084	207.7676	1
YIR012W	84.3492	296.3979	1
YIR013C	0	1.6327	0
YIR014W	5.0771	5.7534	0
YIR015W	20.7602	56.3697	1
YIR016W	0	55.5758	1
YIR017C	18.5787	27.9533	1
YIR018CA	2.9455	2.861	0
YIR018W	18.3897	106.6318	1
YIR021W	9.4235	75.0566	1
YIR021WA	0.959	21.4246	0
YIR022W	107.5758	195.5235	1
YIR023W	8.0636	12.1607	1
YIR024C	27.4706	57.659	1
YIR025W	11.7131	18.2395	1
YIR026C	49.0563	97.6719	1
YIR027C	0.7444	2.7474	0
YIR028W	0	1.1534	0
YIR029W	1.5953	12.0086	0
YIR030C	7.8334	21.4675	0
YIR031C	1.2369	107.1647	1
YIR032C	0.3495	27.4951	0
YIR033W	18.1277	44.2589	1
YIR034C	52.8308	29.0432	1
YIR035C	24.7317	103.1393	1
YIR036C	26.4875	37.835	1
YIR037W	276.7247	145.5425	1
YIR038C	40.2458	67.1354	1
YIR039C	0.8931	6.9402	0
YIR042C	0.2892	8.1457	0
YJL001W	202.5926	420.5416	1
YJL002C	117.9856	240.9425	1
YJL003W	49.393	53.5549	1
YJL004C	44.3268	216.9081	1
YJL005W	8.6434	10.305	1
YJL006C	24.5562	107.95	1
YJL008C	133.919	182.5777	1
YJL010C	52.8078	79.3893	1
YJL011C	96.7558	210.5329	1
YJL012C	294.0638	170.7124	1
YJL013C	9.4447	58.4022	1
YJL014W	168.3369	288.3832	1
YJL016W	5.9853	27.0511	1
YJL019W	15.5821	10.1552	1
YJL020C	61.8086	14.0583	1
YJL023C	10.2502	69.502	1
YJL024C	64.9779	105.0728	1
YJL025W	2.5324	15.9235	1
YJL026W	334.3249	157.4526	1
YJL027C	0	6.6917	0
YJL029C	12.5164	40.6057	1
YJL030W	24.3391	86.7962	1
YJL031C	28.5719	117.6371	1
YJL033W	66.1758	75.2646	1
YJL034W	462.0358	208.6706	1
YJL035C	10.9238	80.905	1
YJL036W	26.5421	55.0201	1
YJL037W	0.3046	2.6624	0
YJL038C	1.5573	3.3278	0
YJL039C	26.2323	28.6104	1
YJL042W	15.0749	8.0128	1
YJL043W	0.2657	2.8389	0
YJL044C	21.8298	92.2214	1
YJL045W	0.5406	3.3606	0
YJL046W	6.527	58.8465	1
YJL047C	6.5172	14.0848	1
YJL048C	7.7774	60.9381	1
YJL049W	17.8036	78.9268	1
YJL050W	95.7388	105.6651	1
YJL051W	4.339	12.7248	1
YJL053W	33.5821	91.7187	1
YJL054W	27.654	61.5154	1
YJL055W	104.208	305.0104	1
YJL056C	3.1961	19.7623	1
YJL057C	4.2142	47.9218	1
YJL058C	5.0474	28.9256	1
YJL059W	7.5496	32.4283	1
YJL060W	54.7467	26.5133	1
YJL061W	23.5615	75.1024	1
YJL062W	17.7676	23.2782	1
YJL062WA	114.9889	115.5421	1
YJL063C	43.8757	66.2934	1
YJL065C	30.9688	64.9106	1
YJL066C	18.1531	29.7383	1
YJL068C	56.0042	98.1382	1
YJL069C	47.1911	150.0647	1
YJL070C	3.5536	17.9338	1
YJL071W	6.4471	59.6064	1
YJL072C	33.9376	124.0822	1
YJL073W	15.3046	15.0721	1
YJL074C	22.7113	21.1926	1
YJL076W	55.5874	28.5383	1
YJL077C	1.0361	5.5352	0
YJL077WB	0	27.7606	0
YJL078C	34.8836	24.656	1
YJL079C	53.9469	41.52	1
YJL080C	419.6757	53.7371	1
YJL081C	28.4348	104.7624	1
YJL082W	12.0073	19.8633	1
YJL083W	5.7873	4.0782	0
YJL084C	11.2179	8.7297	1
YJL085W	13.6431	54.8239	1
YJL087C	24.2183	26.9072	1
YJL088W	6.0703	4.1273	0
YJL089W	0.0827	0.4018	0
YJL090C	5.2063	26.6798	1
YJL091C	22.0865	53.0893	1
YJL092W	3.9753	13.1736	1
YJL093C	4.0682	40.8642	1
YJL094C	8.0149	33.0481	1
YJL095W	6.2706	8.2112	1
YJL096W	67.6023	131.737	1
YJL097W	94.2928	122.7283	1
YJL098W	18.2903	65.5187	1
YJL099W	9.8359	41.9654	1
YJL100W	2.4842	9.213	0
YJL101C	17.3929	26.5197	1
YJL102W	4.0199	5.6942	0
YJL103C	1.331	3.8783	0
YJL104W	128.1826	269.3938	1
YJL105W	0.2447	1.9017	0
YJL106W	0	11.2525	0
YJL107C	6.366	10.4774	0
YJL108C	0	13.1896	0
YJL109C	33.6917	56.93	1
YJL110C	21.5141	35.7544	1
YJL111W	159.0941	212.1321	1
YJL112W	10.1797	67.8148	1
YJL115W	60.9745	58.2742	1
YJL116C	3.8559	3.5481	0
YJL117W	139.8027	345.2468	1
YJL118W	4.9834	11.496	0
YJL121C	198.4442	75.4854	1
YJL122W	164.9496	249.0187	1
YJL123C	105.3144	206.5359	1
YJL124C	147.2199	173.3649	1
YJL125C	32.1609	113.4996	1
YJL126W	14.2505	108.1388	1
YJL127C	8.1404	23.3045	1
YJL127CB	67.8752	307.2511	1
YJL128C	29.6606	31.5014	1
YJL129C	5.1686	23.3202	1
YJL130C	202.7438	40.6451	1
YJL131C	17.8708	28.7438	1
YJL132W	2.4688	27.4432	1
YJL133CA	123.5305	172.923	1
YJL133W	20.4663	110.8163	1
YJL134W	27.6143	164.51	1
YJL136C	4927.6192	4347.6271	1
YJL136WA	0	2.3288	0
YJL137C	7.9233	27.6359	1
YJL139C	7.9979	44.9022	1
YJL140W	152.171	411.0394	1
YJL141C	10.1989	24.188	1
YJL143W	130.4273	325.2869	1
YJL144W	5.2035	15.1626	0
YJL145W	97.6308	173.1786	1
YJL146W	11.3899	44.1111	1
YJL147C	6.9864	46.9798	1
YJL148W	182.7567	572.6556	1
YJL149W	11.1676	13.4587	1
YJL151C	189.345	239.931	1
YJL153C	0.8998	9.3644	0
YJL154C	21.876	44.8267	1
YJL155C	13.3317	51.3558	1
YJL156C	14.97	39.3567	1
YJL157C	30.6595	74.8917	1
YJL158C	1367.8675	310.0436	1
YJL160C	1.6666	10.1755	0
YJL161W	4.1616	16.1688	0
YJL162C	7.6409	48.2985	1
YJL163C	3.2101	14.9905	1
YJL164C	17.4121	27.1273	1
YJL165C	22.3035	33.1191	1
YJL166W	260.7871	294.4781	1
YJL167W	357.1835	285.9695	1
YJL168C	34.9882	83.8711	1
YJL170C	8.1561	20.5977	0
YJL171C	96.958	76.2145	1
YJL172W	95.4195	29.7	1
YJL173C	163.3935	113.9019	1
YJL174W	121.039	183.2029	1
YJL176C	32.092	36.0976	1
YJL177W	2429.7875	1317.037	1
YJL178C	103.0935	278.6194	1
YJL179W	152.7771	381.2426	1
YJL180C	24.8266	122.6161	1
YJL181W	7.7404	35.4128	1
YJL183W	51.2629	214.7696	1
YJL184W	88.7596	111.3818	1
YJL185C	4.6649	10.4214	0
YJL186W	75.3173	126.4344	1
YJL187C	6.7836	20.9058	1
YJL189W	12590.758	8160.765	1
YJL190C	5608.2867	7984.5554	1
YJL192C	109.947	280.1556	1
YJL193W	14.302	104.0229	1
YJL194W	15.2237	20.8834	1
YJL196C	91.9572	353.423	1
YJL197W	12.5891	20.3091	1
YJL198W	31.9247	69.0518	1
YJL200C	70.4965	115.1654	1
YJL201W	19.1083	35.6757	1
YJL203W	31.4771	64.9406	1
YJL204C	12.8203	21.0188	1
YJL205C	45.5033	78.728	0
YJL206C	4.0713	19.4209	1
YJL207C	9.2745	21.1633	1
YJL208C	30.3461	53.5004	1
YJL209W	3.8785	34.8212	1
YJL210W	8.8222	34.7662	1
YJL212C	27.5546	17.1758	1
YJL213W	0.2066	114.9864	1
YJL214W	1.5657	3.3925	0
YJL216C	0	6.3015	0
YJL217W	191.0414	329.3304	1
YJL218W	19.819	21.6146	0
YJR001W	37.1159	96.8742	1
YJR002W	63.9134	180.1784	1
YJR003C	23.7603	153.7307	1
YJR004C	0.8437	9.6295	0
YJR005CA	8.7121	2.8207	0
YJR005W	15.0845	49.759	1
YJR006W	18.1433	54.7814	1
YJR007W	371.4514	165.9842	1
YJR008W	1.6187	32.4289	1
YJR010CA	106.3264	171.6626	1
YJR010W	23.0586	54.5607	1
YJR011C	12.8213	81.075	1
YJR012C	14.163	30.7128	1
YJR013W	24.7968	103.7658	1
YJR014W	263.3273	175.1971	1
YJR015W	74.0124	135.4289	1
YJR016C	673.6223	496.3585	1
YJR017C	94.0853	59.8875	1
YJR019C	7.2518	18.2759	1
YJR021C	13.7754	17.9123	1
YJR022W	32.2944	68.1652	1
YJR024C	52.3161	240.4907	1
YJR025C	76.1661	116.5768	1
YJR030C	8.5604	15.8251	1
YJR031C	11.5063	22.0684	1
YJR032W	63.2144	74.5949	1
YJR033C	6.8291	7.1245	1
YJR034W	62.6708	58.4383	1
YJR035W	3.6051	16.2184	1
YJR036C	0.9229	10.6822	1
YJR039W	1.1019	14.2712	1
YJR040W	14.9666	36.6854	1
YJR041C	17.2456	34.2968	1
YJR042W	33.5503	105.1948	1
YJR043C	24.6252	53.3429	1
YJR044C	96.0589	89.5338	1
YJR045C	994.3518	134.0923	1
YJR046W	15.2059	29.4292	1
YJR048W	158.3665	48.8618	1
YJR049C	27.4054	54.9966	1
YJR050W	34.8485	117.3431	1
YJR051W	35.276	84.0669	1
YJR052W	8.7326	39.7012	1
YJR053W	7.9991	16.6991	1
YJR054W	7.4426	97.0574	1
YJR055W	28.6256	76.9661	1
YJR056C	25.7372	90.7268	1
YJR057W	48.9418	178.4975	1
YJR058C	43.4565	137.407	1
YJR059W	24.7357	16.9405	1
YJR060W	113.4223	176.0434	1
YJR061W	1.174	16.6063	1
YJR062C	13.7858	39.2978	1
YJR063W	162.7792	108.5691	1
YJR064W	184.605	421.509	1
YJR065C	119.1066	97.0258	1
YJR066W	5.5613	13.7207	1
YJR067C	47.6928	86.0987	1
YJR068W	54.6473	170.1568	1
YJR069C	159.8295	156.2533	1
YJR070C	395.9632	248.9107	1
YJR072C	92.2509	297.9924	1
YJR073C	33.7577	101.2616	1
YJR074W	35.981	89.6518	1
YJR075W	72.4161	163.6766	1
YJR076C	72.2479	120.9649	1
YJR077C	179.3695	74.9422	1
YJR078W	1.0581	4.9921	0
YJR079W	0.6587	7.0383	0
YJR080C	19.8023	35.2629	1
YJR082C	54.5437	97.8078	1
YJR083C	26.9901	42.1175	1
YJR084W	13.7566	57.5353	1
YJR085C	213.2747	357.3622	1
YJR086W	195.1083	127.3378	1
YJR088C	113.9762	219.8229	1
YJR089W	7.9109	25.0079	1
YJR090C	15.0258	26.2359	1
YJR091C	17.8008	9.2866	1
YJR092W	30.627	19.203	1
YJR093C	40.7774	36.561	1
YJR094C	8.7416	9.7829	0
YJR094WA	3554.7585	6480.5901	1
YJR095W	0.2123	1.0313	0
YJR096W	18.4139	80.2504	1
YJR097W	24.5367	162.9861	1
YJR098C	4.0819	16.9775	1
YJR099W	33.8343	92.9739	1
YJR100C	15.2654	110.4955	1
YJR101W	40.313	237.4345	1
YJR102C	18.2227	68.8336	1
YJR103W	22.4777	85.0895	1
YJR104C	1507.3286	916.8816	1
YJR105W	472.3191	649.2753	1
YJR106W	3.4995	8.9112	1
YJR107W	0	10.7325	0
YJR108W	8.8208	22.4906	0
YJR109C	55.061	42.5111	1
YJR110W	5.5807	25.1672	1
YJR111C	22.9365	64.4907	1
YJR112W	35.9471	143.2874	1
YJR112WA	28.9848	143.9662	1
YJR113C	27.3626	134.2312	1
YJR116W	11.999	27.5911	1
YJR117W	93.2679	46.2507	1
YJR118C	84.2882	137.3207	1
YJR119C	3.1083	22.0492	1
YJR120W	4.6728	16.453	0
YJR121W	346.8178	135.946	1
YJR122W	5.6508	36.1455	1
YJR123W	6755.6568	5379.392	1
YJR124C	21.2454	100.6561	1
YJR125C	106.365	110.6472	1
YJR126C	12.263	56.1882	1
YJR127C	4.5764	15.0748	1
YJR129C	9.4822	32.7256	1
YJR130C	5.5784	54.3926	1
YJR131W	20.0945	15.2751	1
YJR132W	22.1312	40.8305	1
YJR133W	76.9939	119.7835	1
YJR135C	9.1385	65.4632	1
YJR135WA	167.4301	168.651	1
YJR136C	7.6426	99.5047	1
YJR137C	23.9464	16.6008	1
YJR138W	6.5016	13.5985	1
YJR139C	488.2173	789.246	1
YJR140C	6.416	16.106	1
YJR141W	6.8992	128.4734	1
YJR142W	38.5976	64.8799	1
YJR143C	94.3186	83.0464	1
YJR144W	74.9078	224.4439	1
YJR147W	7.0704	18.7466	1
YJR148W	384.3486	539.8356	1
YJR149W	0.1694	25.3427	1
YJR150C	4.587	5.3466	0
YJR152W	0	18.5075	1
YJR153W	0	5.3382	0
YJR154W	0.5931	24.1941	1
YJR155W	0.4745	36.8742	1
YKL001C	89.089	214.3675	1
YKL002W	79.2097	211.1383	1
YKL003C	78.2267	112.7165	1
YKL004W	46.9383	76.0971	1
YKL005C	15.5765	50.2083	1
YKL006CA	68.4809	354.2736	1
YKL007W	101.182	143.3351	1
YKL008C	81.3939	240.6776	1
YKL009W	322.1491	755.3073	1
YKL010C	13.7026	22.5273	1
YKL011C	6.3949	67.3851	1
YKL012W	13.401	81.8676	1
YKL013C	146.8784	217.6712	1
YKL014C	25.3403	30.6251	1
YKL015W	5.1161	29.6121	1
YKL016C	200.7096	175.9514	1
YKL017C	9.2353	29.7387	1
YKL018CA	40.9643	68.305	1
YKL018W	28.0597	60.3645	1
YKL019W	24.6646	79.2266	1
YKL020C	10.2745	22.9781	1
YKL021C	59.266	200.5573	1
YKL022C	9.7173	16.815	1
YKL023W	27.1299	20.8418	1
YKL024C	203.8478	193.132	1
YKL025C	27.9695	17.4577	1
YKL026C	5.2973	22.5604	0
YKL027W	26.9606	159.9506	1
YKL028W	26.2885	102.69	1
YKL029C	89.4638	61.8139	1
YKL032C	64.6343	32.0035	1
YKL033W	5.1563	32.7474	1
YKL033WA	148.9289	455.8809	1
YKL034W	11.671	14.4998	1
YKL035W	234.3284	124.6706	1
YKL037W	0	1.1157	0
YKL038W	5.8073	12.25	1
YKL039W	66.6767	48.9867	1
YKL040C	106.9612	242.2448	1
YKL041W	59.6937	130.1627	1
YKL042W	30.3438	20.8694	1
YKL043W	20.9365	25.9647	1
YKL045W	23.0971	83.4366	1
YKL046C	69.5424	183.9786	1
YKL047W	18.8529	64.2215	1
YKL048C	5.3555	36.1012	1
YKL049C	54.5263	82.193	1
YKL050C	0.0744	7.7334	0
YKL051W	9.3017	12.6112	0
YKL052C	22.2336	67.5154	1
YKL053CA	141.9006	144.6839	1
YKL054C	307.0969	88.9902	1
YKL055C	4.9151	10.9804	0
YKL056C	4929.3365	6368.7609	1
YKL057C	23.9537	53.6032	1
YKL058W	106.1502	283.4052	1
YKL059C	19.8734	35.8923	1
YKL060C	15425.5326	9674.9264	1
YKL061W	40.7579	94.3146	1
YKL062W	18.0618	10.9912	1
YKL063C	89.6465	124.6759	1
YKL064W	13.8072	25.8594	1
YKL065C	116.1664	346.8613	1
YKL065WA	3.6819	16.9874	0
YKL067W	327.4996	433.781	1
YKL068W	41.638	51.0064	1
YKL068WA	137.1704	223.736	1
YKL069W	45.0207	97.7479	1
YKL070W	0	1.1735	0
YKL071W	0.2667	4.9226	0
YKL072W	9.7587	25.8277	1
YKL073W	47.8092	58.9172	1
YKL074C	17.6806	119.8355	1
YKL075C	18.4123	168.1998	1
YKL077W	182.967	285.2322	1
YKL078W	13.4348	34.7079	1
YKL079W	14.0036	54.1032	1
YKL080W	236.2159	401.7331	1
YKL081W	2054.9522	374.1598	1
YKL082C	102.6991	202.1118	1
YKL084W	54.3212	24.3959	1
YKL085W	118.1429	130.8636	1
YKL086W	10.6833	5.1884	0
YKL087C	37.1563	37.5697	1
YKL088W	28.3237	51.2923	1
YKL089W	17.3487	46.795	1
YKL091C	17.4211	59.5464	1
YKL092C	8.516	24.1511	1
YKL093W	0.807	3.9192	0
YKL094W	53.5125	203.6675	1
YKL095W	19.6603	24.5866	1
YKL096CB	4.0695	2.6352	0
YKL096W	278.7237	72.1205	1
YKL096WA	5051.9487	1456.7902	1
YKL098W	4.7906	54.3492	1
YKL099C	110.0574	348.5546	1
YKL100C	36.6607	73.7132	1
YKL101W	19.9901	23.0628	1
YKL103C	27.1895	16.3118	1
YKL104C	95.5384	85.2739	1
YKL105C	8.4269	9.1274	1
YKL106W	33.8584	142.3148	1
YKL107W	0.2212	1.7191	0
YKL108W	11.3373	29.3655	1
YKL109W	12.4924	9.8515	1
YKL110C	32.1075	121.9883	1
YKL112W	31.1438	36.6286	1
YKL113C	51.9498	156.0772	1
YKL114C	51.2671	148.4845	1
YKL116C	11.7708	23.894	1
YKL117W	724.3384	498.9957	1
YKL119C	54.5603	165.1482	1
YKL120W	160.8132	400.751	1
YKL121W	2.4153	11.652	1
YKL122C	152.3991	212.5427	1
YKL124W	7.8119	20.8091	1
YKL125W	34.0001	124.6662	1
YKL126W	52.7314	95.1909	1
YKL127W	112.8919	101.4794	1
YKL128C	75.988	207.6989	1
YKL129C	17.6053	7.4486	1
YKL130C	50.7836	77.6294	1
YKL132C	1.1145	25.9814	1
YKL133C	2.0707	21.4065	1
YKL134C	10.4207	21.4547	1
YKL135C	26.7297	72.568	1
YKL137W	96.9933	174.202	1
YKL138C	90.6601	124.7932	1
YKL138CA	136.1612	140.7579	1
YKL140W	20.8813	88.4165	1
YKL141W	106.0194	114.0118	1
YKL142W	214.285	201.4831	1
YKL143W	70.2574	155.0176	1
YKL144C	54.0397	210.271	1
YKL145W	178.3239	310.238	1
YKL146W	20.1134	35.8008	1
YKL148C	20.5651	7.4907	1
YKL149C	12.3374	56.7987	1
YKL150W	53.1876	101.3456	1
YKL151C	23.9469	70.3715	1
YKL152C	11633.812	8876.712	1
YKL154W	61.8281	194.5665	1
YKL155C	11.0243	36.7892	1
YKL156W	1964.9978	2899.6424	1
YKL157W	82.593	59.9169	1
YKL159C	13.8966	12.8702	0
YKL160W	200.5637	298.5889	1
YKL161C	0.3162	23.1911	1
YKL162C	4.7673	6.119	0
YKL165C	24.1124	32.3395	1
YKL166C	29.4062	158.1806	1
YKL167C	97.6414	132.392	1
YKL168C	7.3875	21.8948	1
YKL170W	67.9088	166.8145	1
YKL171W	2.2918	7.9707	1
YKL172W	405.3194	373.4484	1
YKL173W	15.7925	25.2573	1
YKL174C	15.0841	77.459	1
YKL175W	41.2646	56.8807	1
YKL176C	5.9644	53.669	1
YKL178C	1.02	6.5106	0
YKL179C	37.8649	93.7615	1
YKL180W	4351.7724	1276.089	1
YKL181W	150.0708	640.2196	1
YKL182W	345.0067	86.282	1
YKL183CA	0	9.315	0
YKL183W	32.3912	143.6411	1
YKL184W	91.1161	71.0876	1
YKL185W	49.8858	74.6071	1
YKL186C	73.6647	254.9256	1
YKL187C	0.0914	3.2861	0
YKL188C	1.1258	12.6538	1
YKL189W	13.8945	31.6571	1
YKL190W	111.3652	201.0569	1
YKL191W	33.6161	60.3187	1
YKL192C	415.6296	99.0824	1
YKL193C	45.7294	54.4412	1
YKL194C	9.7831	35.2745	1
YKL195W	85.9396	166.1243	1
YKL196C	311.4958	468.7382	1
YKL197C	7.7633	9.4577	1
YKL198C	4.542	12.8249	1
YKL201C	3.787	13.3553	1
YKL203C	7.0515	7.793	1
YKL204W	51.7366	21.3863	1
YKL205W	22.8334	55.4462	1
YKL206C	39.6513	74.2948	1
YKL207W	83.3924	301.7202	1
YKL208W	13.8634	79.0809	1
YKL209C	35.8632	108.7935	1
YKL210W	233.6607	112.1451	1
YKL211C	73.1631	139.5176	1
YKL212W	140.6121	207.0058	1
YKL213C	30.1129	72.1914	1
YKL214C	79.251	37.1842	1
YKL215C	18.6812	14.5681	1
YKL216W	644.4705	867.0743	1
YKL217W	0.8902	5.2959	0
YKL218C	10.4876	60.9172	1
YKL219W	13.2861	81.8408	1
YKL220C	0.0964	8.8989	0
YKL221W	0.1448	1.1251	0
YKL222C	0.5835	18.6103	1
YKR001C	175.7995	127.4293	1
YKR002W	25.336	35.9765	1
YKR003W	31.9445	49.5858	1
YKR004C	8.3065	33.1697	1
YKR005C	0.1321	8.4677	0
YKR006C	55.3626	100.0109	1
YKR007W	44.0507	58.9673	1
YKR008W	46.7211	37.2849	1
YKR009C	1.372	8.3663	1
YKR010C	14.5879	21.3406	1
YKR011C	32.3621	47.8095	1
YKR013W	184.7785	172.6143	1
YKR014C	139.1106	178.7444	1
YKR015C	0	1.7578	0
YKR016W	32.3555	57.6786	1
YKR017C	4.4769	46.8673	1
YKR018C	43.129	69.085	1
YKR019C	6.0184	16.7796	1
YKR020W	58.0808	60.0416	1
YKR021W	6.2981	14.2012	1
YKR022C	12.7407	91.1644	1
YKR023W	21.7175	45.4538	1
YKR024C	24.5835	61.1322	1
YKR025W	82.8625	169.679	1
YKR026C	84.2677	231.1847	1
YKR027W	6.9028	39.7063	1
YKR028W	17.25	43.2842	1
YKR029C	19.8151	39.3805	1
YKR030W	28.0254	115.4486	1
YKR031C	5.9155	17.3565	1
YKR034W	0	0.9866	0
YKR035WA	102.2581	192.1582	1
YKR036C	5.1174	38.1078	1
YKR037C	14.3636	92.2606	1
YKR038C	36.1669	185.6357	1
YKR039W	6.8312	18.5786	1
YKR041W	2.731	2.6526	0
YKR042W	767.9529	330.6325	1
YKR043C	193.836	179.7071	1
YKR044W	5.5643	55.9984	1
YKR045C	14.8871	12.6526	0
YKR046C	11.3475	20.168	1
YKR048C	157.431	141.1159	1
YKR049C	34.1944	76.8374	1
YKR050W	0.1543	7.3453	0
YKR051W	8.5161	67.7651	1
YKR052C	20.2365	107.0161	1
YKR053C	1.186	16.1272	0
YKR054C	2.9213	4.7944	1
YKR055W	20.9005	33.5309	1
YKR056W	48.1675	69.3974	1
YKR057W	4609.5736	6285.4915	1
YKR058W	1.0014	15.5636	1
YKR060W	44.3788	76.5251	1
YKR061W	3.7049	87.7759	1
YKR062W	63.795	65.8127	1
YKR063C	10.2343	64.2835	1
YKR064W	5.0871	36.673	1
YKR065C	90.2933	76.6145	1
YKR066C	71.4453	90.3806	1
YKR067W	19.2897	11.4749	1
YKR068C	73.7895	210.561	1
YKR069W	5.2009	47.1495	1
YKR070W	47.4172	88.5278	1
YKR071C	123.6336	203.5186	1
YKR072C	36.2138	45.9526	1
YKR074W	168.0205	309.3579	1
YKR075C	10.9105	9.5162	0
YKR076W	5.1778	3.9516	0
YKR077W	17.1508	14.4621	1
YKR078W	4.5689	26.3996	1
YKR079C	10.2316	62.7294	1
YKR080W	131.4042	903.6152	1
YKR081C	163.8362	153.15	1
YKR082W	27.8791	57.9616	1
YKR083C	61.2437	93.6921	1
YKR084C	48.1253	65.9223	1
YKR085C	72.6897	221.6581	1
YKR086W	7.3043	38.5859	1
YKR087C	24.5838	181.4011	1
YKR088C	35.1086	140.9402	1
YKR089C	15.3038	21.6749	1
YKR090W	26.611	29.4325	1
YKR091W	14.1528	25.3374	1
YKR092C	224.3949	177.0197	1
YKR093W	109.2517	49.4036	1
